Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,agency_with_state_clean,lon,lat
713,Massachusetts,Cities,Sturbridge3,3,2,1,0,0,0,0,2,1,0,0,1,9626,"Sturbridge3, Massachusetts","Sturbridge3, Massachusetts",-72.0787059,42.1084122
714,Massachusetts,Cities,Swampscott3,5,2,3,0,0,0,0,3,0,3,0,0,15380,"Swampscott3, Massachusetts","Swampscott3, Massachusetts",-70.91755619999999,42.47094370000001
715,Massachusetts,Cities,Tisbury,2,1,0,1,0,0,0,2,1,0,1,0,4131,"Tisbury, Massachusetts","Tisbury, Massachusetts",-70.6141097,41.4558899
716,Massachusetts,Cities,Wales,1,0,0,0,0,1,0,1,0,1,0,0,1902,"Wales, Massachusetts","Wales, Massachusetts",-72.22230069999999,42.0695393
717,Massachusetts,Cities,Waltham,7,4,2,1,0,0,0,7,3,1,1,2,62655,"Waltham, Massachusetts","Waltham, Massachusetts",-71.2356113,42.3764852
718,Massachusetts,Cities,Watertown,1,0,1,0,0,0,0,1,0,1,0,0,36320,"Watertown, Massachusetts","Watertown, Massachusetts",-71.1828321,42.3709299
719,Massachusetts,Cities,Westfield,1,1,0,0,0,0,0,1,1,0,0,0,41854,"Westfield, Massachusetts","Westfield, Massachusetts",-72.749538,42.1250929
720,Massachusetts,Cities,West Tisbury,1,1,0,0,0,0,0,1,0,0,0,1,2920,"West Tisbury, Massachusetts","West Tisbury, Massachusetts",-70.6744723,41.38122449999999
721,Massachusetts,Cities,Winchester,1,1,0,0,0,0,0,1,0,1,0,0,23036,"Winchester, Massachusetts","Winchester, Massachusetts",-71.1369959,42.452303
722,Massachusetts,Cities,Winthrop,1,0,1,0,0,0,0,1,1,0,0,0,18783,"Winthrop, Massachusetts","Winthrop, Massachusetts",-70.9862693,42.374776
723,Massachusetts,Cities,Worcester,2,1,0,1,0,0,0,2,0,1,1,0,186188,"Worcester, Massachusetts","Worcester, Massachusetts",-71.8022934,42.2625932
724,Massachusetts,Universities and Colleges,Assumption College,1,1,0,0,0,0,0,1,0,1,0,0,2913,"Assumption College, Massachusetts","Assumption College, Massachusetts",-71.8294542,42.29322459999999
725,Massachusetts,Universities and Colleges,Boston University,2,2,0,0,0,0,0,2,0,0,2,0,40807,"Boston University, Massachusetts","Boston University, Massachusetts",-71.0715907,42.3356053
726,Massachusetts,Universities and Colleges,College of the Holy Cross,3,1,1,1,0,0,0,3,1,1,0,1,2806,"College of the Holy Cross, Massachusetts","College of the Holy Cross, Massachusetts",-71.8079608,42.2392391
727,Massachusetts,Universities and Colleges,Dean College,1,1,0,0,0,0,0,1,0,0,1,0,1568,"Dean College, Massachusetts","Dean College, Massachusetts",-71.3979611,42.084906
728,Massachusetts,Universities and Colleges,Massasoit Community College3,2,1,1,0,0,0,0,1,0,0,0,1,10613,"Massasoit Community College3, Massachusetts","Massasoit Community College3, Massachusetts",-70.99002089999999,42.0758677
729,Massachusetts,Universities and Colleges,Northeastern University3,6,2,1,1,1,0,1,4,1,0,1,2,27486,"Northeastern University3, Massachusetts","Northeastern University3, Massachusetts",-71.0891717,42.3398067
730,Massachusetts,Universities and Colleges,Springfield Technical Community College,1,0,1,0,0,0,0,1,0,0,1,0,7713,"Springfield Technical Community College, Massachusetts","Springfield Technical Community College, Massachusetts",-72.578502,42.1088022
731,Massachusetts,Universities and Colleges,"University of Massachusetts, Amherst",4,2,1,0,0,0,1,4,1,0,2,1,34778,"University of Massachusetts, Amherst, Massachusetts","University of Massachusetts, Amherst, Massachusetts",-72.5300515,42.3867598
732,Massachusetts,Universities and Colleges,Westfield State University,3,3,0,0,0,0,0,3,0,2,0,1,8017,"Westfield State University, Massachusetts","Westfield State University, Massachusetts",-72.7941529,42.1318254
733,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Essex County,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Massachusetts Bay Transportation Authority: Essex County, Massachusetts","Massachusetts Bay Transportation Authority, Essex County, Massachusetts",-71.0668451,42.3515322
734,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Norfolk County,4,2,1,1,0,0,0,3,1,NA,2,NA,NA,"Massachusetts Bay Transportation Authority: Norfolk County, Massachusetts","Massachusetts Bay Transportation Authority, Norfolk County, Massachusetts",-71.0668451,42.3515322
735,Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority: Suffolk County,9,6,1,2,0,0,0,8,2,1,1,4,NA,"Massachusetts Bay Transportation Authority: Suffolk County, Massachusetts","Massachusetts Bay Transportation Authority, Suffolk County, Massachusetts",-71.0668451,42.3515322
736,Michigan,Cities,Allen Park,1,1,0,0,0,0,0,1,0,0,1,0,27020,"Allen Park, Michigan","Allen Park, Michigan",-83.2110375,42.2575385
737,Michigan,Cities,Ann Arbor,9,3,5,1,0,0,0,9,3,5,1,0,122571,"Ann Arbor, Michigan","Ann Arbor, Michigan",-83.7430378,42.2808256
738,Michigan,Cities,Auburn Hills,1,1,0,0,0,0,0,1,0,0,0,1,23579,"Auburn Hills, Michigan","Auburn Hills, Michigan",-83.2341028,42.6875323
739,Michigan,Cities,Bad Axe,1,1,0,0,0,0,0,1,0,0,1,0,2933,"Bad Axe, Michigan","Bad Axe, Michigan",-83.00077739999999,43.8019592
740,Michigan,Cities,Battle Creek,2,0,0,2,0,0,0,2,0,2,0,0,60615,"Battle Creek, Michigan","Battle Creek, Michigan",-85.17971419999999,42.3211522
741,Michigan,Cities,Bay City,2,0,0,2,0,0,0,2,0,0,2,0,32953,"Bay City, Michigan","Bay City, Michigan",-83.8888647,43.5944677
742,Michigan,Cities,Belding,1,0,0,1,0,0,0,1,1,0,0,0,5737,"Belding, Michigan","Belding, Michigan",-85.228906,43.0978094
743,Michigan,Cities,Benton Township,2,1,0,1,0,0,0,2,0,1,0,1,14382,"Benton Township, Michigan","Benton Township, Michigan",-86.4173234,42.1097328
744,Michigan,Cities,Bloomfield Township,1,1,0,0,0,0,0,1,0,0,1,0,42199,"Bloomfield Township, Michigan","Bloomfield Township, Michigan",-83.2827093,42.5793103
745,Michigan,Cities,Bridgeport Township,1,1,0,0,0,0,0,1,0,1,0,0,9853,"Bridgeport Township, Michigan","Bridgeport Township, Michigan",-83.8851117,43.3609299
746,Michigan,Cities,Brighton,1,0,0,1,0,0,0,1,0,1,0,0,7635,"Brighton, Michigan","Brighton, Michigan",-83.7802214,42.5294773
747,Michigan,Cities,Bronson,1,0,1,0,0,0,0,1,0,1,0,0,2297,"Bronson, Michigan","Bronson, Michigan",-85.19469629999999,41.8722716
748,Michigan,Cities,Burton,5,4,0,1,0,0,0,5,0,2,0,3,28464,"Burton, Michigan","Burton, Michigan",-83.6163423,42.99947179999999
749,Michigan,Cities,Cadillac,3,0,2,1,0,0,0,3,0,1,2,0,10455,"Cadillac, Michigan","Cadillac, Michigan",-85.40116189999999,44.2519526
750,Michigan,Cities,Canton Township,2,2,0,0,0,0,0,2,1,0,1,0,92055,"Canton Township, Michigan","Canton Township, Michigan",-83.48211599999999,42.3086444
751,Michigan,Cities,Chelsea,1,1,0,0,0,0,0,1,0,0,1,0,5248,"Chelsea, Michigan","Chelsea, Michigan",-84.0205029,42.3180919
752,Michigan,Cities,Chocolay Township,1,0,0,1,0,0,0,1,0,0,0,1,5936,"Chocolay Township, Michigan","Chocolay Township, Michigan",-87.2616305,46.4643237
753,Michigan,Cities,Clare,1,1,0,0,0,0,0,1,0,1,0,0,2990,"Clare, Michigan","Clare, Michigan",-84.7686281,43.8194703
754,Michigan,Cities,Clinton Township,2,2,0,0,0,0,0,2,1,0,0,1,101279,"Clinton Township, Michigan","Clinton Township, Michigan",-82.9195514,42.5868882
755,Michigan,Cities,Coloma Township,1,0,0,0,1,0,0,1,0,0,0,1,6369,"Coloma Township, Michigan","Coloma Township, Michigan",-86.32753509999999,42.20721349999999
756,Michigan,Cities,Dearborn,2,1,1,0,0,0,0,2,0,0,1,1,94022,"Dearborn, Michigan","Dearborn, Michigan",-83.17631449999999,42.3222599
757,Michigan,Cities,Dearborn Heights,3,1,1,0,1,0,0,3,0,1,1,1,55495,"Dearborn Heights, Michigan","Dearborn Heights, Michigan",-83.27326269999999,42.3369816
758,Michigan,Cities,Detroit,54,28,1,18,5,2,0,54,12,16,14,12,671275,"Detroit, Michigan","Detroit, Michigan",-83.0457538,42.331427
759,Michigan,Cities,DeWitt Township,1,0,0,0,1,0,0,1,0,1,0,0,15194,"DeWitt Township, Michigan","DeWitt Township, Michigan",-84.54318669999999,42.7924727
760,Michigan,Cities,Dowagiac,1,1,0,0,0,0,0,1,0,0,0,1,5738,"Dowagiac, Michigan","Dowagiac, Michigan",-86.10862279999999,41.9842123
761,Michigan,Cities,East Lansing,2,0,1,1,0,0,0,2,0,0,1,1,46913,"East Lansing, Michigan","East Lansing, Michigan",-84.48386540000001,42.7369792
762,Michigan,Cities,Elkton,1,0,1,0,0,0,0,1,0,1,0,0,751,"Elkton, Michigan","Elkton, Michigan",-83.1807847,43.8194594
763,Michigan,Cities,Escanaba,5,4,0,1,0,0,0,5,1,1,2,1,12169,"Escanaba, Michigan","Escanaba, Michigan",-87.06458010000001,45.74524659999999
764,Michigan,Cities,Farmington Hills,1,0,1,0,0,0,0,1,0,0,1,0,81239,"Farmington Hills, Michigan","Farmington Hills, Michigan",-83.3677168,42.4989936
765,Michigan,Cities,Ferndale,1,0,0,1,0,0,0,1,0,1,0,0,20095,"Ferndale, Michigan","Ferndale, Michigan",-83.1346478,42.4605917
766,Michigan,Cities,Flat Rock,1,0,1,0,0,0,0,1,1,0,0,0,9967,"Flat Rock, Michigan","Flat Rock, Michigan",-83.2918744,42.0964314
767,Michigan,Cities,Flint,10,9,0,0,0,1,0,10,3,0,0,7,95677,"Flint, Michigan","Flint, Michigan",-83.6874562,43.0125274
768,Michigan,Cities,Flint Township,1,1,0,0,0,0,0,1,0,0,0,1,30378,"Flint Township, Michigan","Flint Township, Michigan",-83.7730237,42.9958862
769,Michigan,Cities,Fowlerville,2,0,0,0,0,2,0,2,0,0,0,2,2953,"Fowlerville, Michigan","Fowlerville, Michigan",-84.0730142,42.6605894
770,Michigan,Cities,Frankenmuth,1,1,0,0,0,0,0,1,0,0,1,0,5290,"Frankenmuth, Michigan","Frankenmuth, Michigan",-83.7380194,43.331691
771,Michigan,Cities,Fruitport Township,2,2,0,0,0,0,0,2,0,1,0,1,14168,"Fruitport Township, Michigan","Fruitport Township, Michigan",-86.1446493,43.1583519
772,Michigan,Cities,Garden City,2,2,0,0,0,0,0,2,1,0,0,1,26520,"Garden City, Michigan","Garden City, Michigan",-83.3310422,42.3255928
773,Michigan,Cities,Gladstone,1,1,0,0,0,0,0,1,0,0,1,0,4721,"Gladstone, Michigan","Gladstone, Michigan",-87.02180489999999,45.8527435
774,Michigan,Cities,Gladwin,1,1,0,0,0,0,0,1,0,0,1,0,2874,"Gladwin, Michigan","Gladwin, Michigan",-84.48640069999999,43.9808549
775,Michigan,Cities,Grand Blanc Township,1,1,0,0,0,0,0,1,0,1,0,0,36489,"Grand Blanc Township, Michigan","Grand Blanc Township, Michigan",-83.666758,42.9125171
776,Michigan,Cities,Grand Rapids,6,5,0,1,0,0,0,6,1,1,0,4,200428,"Grand Rapids, Michigan","Grand Rapids, Michigan",-85.6680863,42.9633599
777,Michigan,Cities,Grandville,1,1,0,0,0,0,0,1,0,0,0,1,16057,"Grandville, Michigan","Grandville, Michigan",-85.7630885,42.9097484
778,Michigan,Cities,Grant,1,1,0,0,0,0,0,1,0,0,1,0,882,"Grant, Michigan","Grant, Michigan",-85.8108819,43.3361323
779,Michigan,Cities,Grosse Ile Township,1,0,0,1,0,0,0,1,0,0,1,0,10128,"Grosse Ile Township, Michigan","Grosse Ile Township, Michigan",-83.1445904,42.1290753
780,Michigan,Cities,Hamburg Township,1,1,0,0,0,0,0,1,0,1,0,0,22024,"Hamburg Township, Michigan","Hamburg Township, Michigan",-83.8510786,42.4641977
781,Michigan,Cities,Hampton Township,1,1,0,0,0,0,0,1,0,1,0,0,9458,"Hampton Township, Michigan","Hampton Township, Michigan",-83.7836403,43.6411989
782,Michigan,Cities,Hamtramck,1,0,1,0,0,0,0,1,0,0,0,1,21668,"Hamtramck, Michigan","Hamtramck, Michigan",-83.0496438,42.3928151
783,Michigan,Cities,Harbor Beach,1,0,0,1,0,0,0,1,0,0,1,0,1591,"Harbor Beach, Michigan","Harbor Beach, Michigan",-82.6513186,43.8447369
784,Michigan,Cities,Harper Woods,1,1,0,0,0,0,0,1,0,0,0,1,13674,"Harper Woods, Michigan","Harper Woods, Michigan",-82.92408329999999,42.4330924
785,Michigan,Cities,Highland Park,10,5,1,1,0,3,0,10,1,4,0,5,10794,"Highland Park, Michigan","Highland Park, Michigan",-83.096868,42.4055925
786,Michigan,Cities,Holland,3,1,2,0,0,0,0,3,1,1,1,0,26322,"Holland, Michigan","Holland, Michigan",-86.1089301,42.7875235
787,Michigan,Cities,Huntington Woods,2,2,0,0,0,0,0,2,0,0,1,1,6328,"Huntington Woods, Michigan","Huntington Woods, Michigan",-83.1668713,42.4805913
788,Michigan,Cities,Inkster,2,1,0,1,0,0,0,2,0,1,0,1,24334,"Inkster, Michigan","Inkster, Michigan",-83.30993029999999,42.2942045
789,Michigan,Cities,Kalamazoo,2,1,0,1,0,0,0,2,1,0,0,1,76020,"Kalamazoo, Michigan","Kalamazoo, Michigan",-85.5872286,42.2917069
790,Michigan,Cities,Kentwood,1,1,0,0,0,0,0,1,0,0,0,1,52192,"Kentwood, Michigan","Kentwood, Michigan",-85.64474919999999,42.8694731
791,Michigan,Cities,Kingsford,1,0,0,0,1,0,0,1,1,0,0,0,4960,"Kingsford, Michigan","Kingsford, Michigan",-88.0720706,45.7949561
792,Michigan,Cities,Lansing,2,2,0,0,0,0,0,2,1,0,0,1,112534,"Lansing, Michigan","Lansing, Michigan",-84.5555347,42.732535
793,Michigan,Cities,Lansing Township,1,1,0,0,0,0,0,1,0,0,1,0,8213,"Lansing Township, Michigan","Lansing Township, Michigan",-84.5283267,42.7563594
794,Michigan,Cities,Litchfield,1,1,0,0,0,0,0,1,0,0,1,0,1336,"Litchfield, Michigan","Litchfield, Michigan",-84.7574647,42.0439345
795,Michigan,Cities,Livonia,1,0,0,1,0,0,0,1,0,1,0,0,93740,"Livonia, Michigan","Livonia, Michigan",-83.35270969999999,42.36837
796,Michigan,Cities,Lowell,1,1,0,0,0,0,0,1,0,1,0,0,4138,"Lowell, Michigan","Lowell, Michigan",-85.34196089999999,42.9336426
797,Michigan,Cities,Ludington,1,1,0,0,0,0,0,1,0,1,0,0,8058,"Ludington, Michigan","Ludington, Michigan",-86.4525831,43.9552825
798,Michigan,Cities,Mackinac Island,1,1,0,0,0,0,0,1,0,1,0,0,467,"Mackinac Island, Michigan","Mackinac Island, Michigan",-84.6189339,45.8491796
799,Michigan,Cities,Madison Heights,1,1,0,0,0,0,0,1,0,0,1,0,30100,"Madison Heights, Michigan","Madison Heights, Michigan",-83.1052028,42.4858692
800,Michigan,Cities,Marquette,1,1,0,0,0,0,0,1,0,0,1,0,20529,"Marquette, Michigan","Marquette, Michigan",-87.3953713,46.5436199
801,Michigan,Cities,Marshall,1,0,0,1,0,0,0,1,0,0,0,1,6986,"Marshall, Michigan","Marshall, Michigan",-84.96331479999999,42.2722641
802,Michigan,Cities,Melvindale,1,1,0,0,0,0,0,1,0,1,0,0,10291,"Melvindale, Michigan","Melvindale, Michigan",-83.175203,42.2825383
803,Michigan,Cities,Menominee,1,0,0,0,1,0,0,1,0,0,0,1,8089,"Menominee, Michigan","Menominee, Michigan",-87.6142737,45.10776269999999
804,Michigan,Cities,Meridian Township,3,2,0,1,0,0,0,3,0,1,1,1,43072,"Meridian Township, Michigan","Meridian Township, Michigan",-84.41506439999999,42.7265389
805,Michigan,Cities,Metro Police Authority of Genesee County,1,1,0,0,0,0,0,1,1,0,0,0,19887,"Metro Police Authority of Genesee County, Michigan","Metro Police Authority of Genesee County, Michigan",-83.7263069,42.9465851
806,Michigan,Cities,Midland,4,2,2,0,0,0,0,4,2,0,1,1,41798,"Midland, Michigan","Midland, Michigan",-84.2472116,43.6155825
807,Michigan,Cities,Milan,1,0,1,0,0,0,0,1,0,0,0,1,4018,"Milan, Michigan","Milan, Michigan",-83.6824384,42.0853204
808,Michigan,Cities,Monroe,1,1,0,0,0,0,0,1,0,1,0,0,19754,"Monroe, Michigan","Monroe, Michigan",-83.3977101,41.9164343
809,Michigan,Cities,Muskegon Township,1,1,0,0,0,0,0,1,0,0,0,1,17879,"Muskegon Township, Michigan","Muskegon Township, Michigan",-86.1853474,43.2756927
810,Michigan,Cities,Northfield Township,1,1,0,0,0,0,0,1,0,1,0,0,8741,"Northfield Township, Michigan","Northfield Township, Michigan",-83.7433813,42.4003857
811,Michigan,Cities,Northville Township,1,0,1,0,0,0,0,1,1,0,0,0,28939,"Northville Township, Michigan","Northville Township, Michigan",-83.46902469999999,42.4138139
812,Michigan,Cities,Norton Shores,1,1,0,0,0,0,0,1,0,0,0,1,24578,"Norton Shores, Michigan","Norton Shores, Michigan",-86.26394610000001,43.1689044
813,Michigan,Cities,Oak Park,1,0,0,1,0,0,0,1,1,0,0,0,29688,"Oak Park, Michigan","Oak Park, Michigan",-83.18270509999999,42.4594803
814,Michigan,Cities,Ontwa Township-Edwardsburg,1,1,0,0,0,0,0,1,0,1,0,0,6493,"Ontwa Township-Edwardsburg, Michigan","Ontwa Township-Edwardsburg, Michigan",-86.08083839999999,41.79560379999999
815,Michigan,Cities,Orchard Lake,1,1,0,0,0,0,0,1,0,0,0,1,2465,"Orchard Lake, Michigan","Orchard Lake, Michigan",-83.3735966,42.5894857
816,Michigan,Cities,Orion Township,1,1,0,0,0,0,0,1,0,0,0,1,36193,"Orion Township, Michigan","Orion Township, Michigan",-83.2720082,42.7637431
817,Michigan,Cities,Owosso,1,0,0,1,0,0,0,1,0,0,0,1,14455,"Owosso, Michigan","Owosso, Michigan",-84.1766358,42.9978049
818,Michigan,Cities,Pinckney,1,0,0,0,1,0,0,1,0,0,1,0,2479,"Pinckney, Michigan","Pinckney, Michigan",-83.9463358,42.4567013
819,Michigan,Cities,Pontiac,1,1,0,0,0,0,0,1,0,0,0,1,59817,"Pontiac, Michigan","Pontiac, Michigan",-83.29104679999999,42.6389216
820,Michigan,Cities,Port Huron,1,1,0,0,0,0,0,1,0,0,1,0,28907,"Port Huron, Michigan","Port Huron, Michigan",-82.42491419999999,42.9708634
821,Michigan,Cities,Redford Township,3,2,0,1,0,0,0,3,0,0,2,1,46899,"Redford Township, Michigan","Redford Township, Michigan",-83.2973732,42.3944486
822,Michigan,Cities,Richmond,1,0,0,0,1,0,0,1,0,0,1,0,5916,"Richmond, Michigan","Richmond, Michigan",-82.7557554,42.8091969
823,Michigan,Cities,Romulus,5,5,0,0,0,0,0,5,0,1,3,1,23389,"Romulus, Michigan","Romulus, Michigan",-83.39659940000001,42.2222614
824,Michigan,Cities,Roseville,6,4,1,1,0,0,0,6,0,2,2,2,47524,"Roseville, Michigan","Roseville, Michigan",-82.9371409,42.4972583
825,Michigan,Cities,Royal Oak,2,1,1,0,0,0,0,2,1,0,1,0,59383,"Royal Oak, Michigan","Royal Oak, Michigan",-83.1446485,42.4894801
826,Michigan,Cities,Saginaw,2,1,0,1,0,0,0,2,0,2,0,0,48302,"Saginaw, Michigan","Saginaw, Michigan",-83.9508068,43.4194699
827,Michigan,Cities,Saginaw Township,1,1,0,0,0,0,0,1,0,1,0,0,39198,"Saginaw Township, Michigan","Saginaw Township, Michigan",-84.0273168,43.4530016
828,Michigan,Cities,Sault Ste. Marie,1,1,0,0,0,0,0,1,0,1,0,0,13557,"Sault Ste. Marie, Michigan","Sault Ste. Marie, Michigan",-84.3475876,46.49771150000001
829,Michigan,Cities,Shelby,1,0,0,0,1,0,0,1,0,0,0,1,2019,"Shelby, Michigan","Shelby, Michigan",-86.3639633,43.6086194
830,Michigan,Cities,Shelby Township,2,2,0,0,0,0,0,2,2,0,0,0,79878,"Shelby Township, Michigan","Shelby Township, Michigan",-83.0329934,42.670782
831,Michigan,Cities,Southfield,3,2,0,1,0,0,0,3,0,0,2,1,73418,"Southfield, Michigan","Southfield, Michigan",-83.2218731,42.4733688
832,Michigan,Cities,Southgate,3,2,0,1,0,0,0,3,3,0,0,0,28959,"Southgate, Michigan","Southgate, Michigan",-83.19381469999999,42.2139284
833,Michigan,Cities,South Haven,2,2,0,0,0,0,0,2,1,0,0,1,4337,"South Haven, Michigan","South Haven, Michigan",-86.2736407,42.4030865
834,Michigan,Cities,St. Clair Shores,5,5,0,0,0,0,0,5,2,0,2,1,59618,"St. Clair Shores, Michigan","St. Clair Shores, Michigan",-82.89636039999999,42.4974085
835,Michigan,Cities,St. Joseph,1,1,0,0,0,0,0,1,0,1,0,0,8364,"St. Joseph, Michigan","St. Joseph, Michigan",-86.4895463,42.0938577
836,Michigan,Cities,Sturgis,1,1,0,0,0,0,0,1,0,1,0,0,10796,"Sturgis, Michigan","Sturgis, Michigan",-85.41914820000001,41.799217
837,Michigan,Cities,Tawas,2,1,0,1,0,0,0,2,2,0,0,0,4487,"Tawas, Michigan","Tawas, Michigan",-83.5146973,44.26946119999999
838,Michigan,Cities,Tecumseh,1,1,0,0,0,0,0,1,0,0,0,1,8363,"Tecumseh, Michigan","Tecumseh, Michigan",-83.9449417,42.0039331
839,Michigan,Cities,Thomas Township,1,1,0,0,0,0,0,1,0,1,0,0,11488,"Thomas Township, Michigan","Thomas Township, Michigan",-84.1224036,43.4291198
840,Michigan,Cities,Traverse City,3,2,0,1,0,0,0,3,0,2,1,0,15441,"Traverse City, Michigan","Traverse City, Michigan",-85.62063169999999,44.7630567
841,Michigan,Cities,Trenton,1,1,0,0,0,0,0,1,1,0,0,0,18176,"Trenton, Michigan","Trenton, Michigan",-83.1782587,42.1394858
842,Michigan,Cities,Troy,5,5,0,0,0,0,0,5,3,1,0,1,84221,"Troy, Michigan","Troy, Michigan",-83.1497751,42.6064095
843,Michigan,Cities,Unadilla Township,1,0,0,1,0,0,0,1,0,1,0,0,3465,"Unadilla Township, Michigan","Unadilla Township, Michigan",-84.0801613,42.4571439
844,Michigan,Cities,Walker,2,1,0,1,0,0,0,2,0,0,0,2,25010,"Walker, Michigan","Walker, Michigan",-85.7680915,43.0014133
845,Michigan,Cities,Warren,11,9,2,0,0,0,0,11,1,2,7,1,135160,"Warren, Michigan","Warren, Michigan",-83.01465259999999,42.5144566
846,Michigan,Cities,Waterford Township,4,2,0,2,0,0,0,4,0,1,0,3,73066,"Waterford Township, Michigan","Waterford Township, Michigan",-83.4066132,42.6907443
847,Michigan,Cities,Wayland,1,0,0,1,0,0,0,1,0,0,1,0,4260,"Wayland, Michigan","Wayland, Michigan",-85.6447438,42.6739208
848,Michigan,Cities,Wayne,1,1,0,0,0,0,0,1,1,0,0,0,16862,"Wayne, Michigan","Wayne, Michigan",-83.3863214,42.2814269
849,Michigan,Cities,West Bloomfield Township,3,2,1,0,0,0,0,3,0,1,1,1,65928,"West Bloomfield Township, Michigan","West Bloomfield Township, Michigan",-83.373339,42.5678534
850,Michigan,Cities,Williamston,1,1,0,0,0,0,0,1,0,0,0,1,3924,"Williamston, Michigan","Williamston, Michigan",-84.2830245,42.6889235
851,Michigan,Cities,Wyandotte,1,0,1,0,0,0,0,1,0,0,1,0,24862,"Wyandotte, Michigan","Wyandotte, Michigan",-83.14992389999999,42.21420639999999
852,Michigan,Cities,Wyoming,8,5,2,0,1,0,0,8,1,2,2,3,76498,"Wyoming, Michigan","Wyoming, Michigan",-85.7053085,42.9133602
853,Michigan,Cities,Ypsilanti,3,3,0,0,0,0,0,3,1,0,2,0,21298,"Ypsilanti, Michigan","Ypsilanti, Michigan",-83.61299389999999,42.2411499
854,Michigan,Universities and Colleges,Eastern Michigan University,2,1,1,0,0,0,0,2,0,0,1,1,24545,"Eastern Michigan University, Michigan","Eastern Michigan University, Michigan",-83.624089,42.2506803
855,Michigan,Universities and Colleges,Ferris State University,1,0,0,1,0,0,0,1,0,1,0,0,16828,"Ferris State University, Michigan","Ferris State University, Michigan",-85.4852488,43.6839617
856,Michigan,Universities and Colleges,Michigan State University,3,1,0,1,0,1,0,3,1,0,1,1,55545,"Michigan State University, Michigan","Michigan State University, Michigan",-84.4821719,42.701848
857,Michigan,Universities and Colleges,Mott Community College,1,0,0,1,0,0,0,1,0,1,0,0,10769,"Mott Community College, Michigan","Mott Community College, Michigan",-83.672495,43.0199367
858,Michigan,Universities and Colleges,Oakland Community College,1,1,0,0,0,0,0,1,0,1,0,0,29644,"Oakland Community College, Michigan","Oakland Community College, Michigan",-83.24483,42.595449
